location_id,country,state,city,postal_code,author_id
6f041652-1bbd-48f0-a9dd-bfba500d21cb,Tonga,Michigan,Joyberg,33531,6912092444
40237598-4c95-459d-b60b-8d2f9479e614,Madagascar,Michigan,Williamston,75365,11244262516
5797e1bd-2327-4c18-bdbd-c2ba5b4b00d1,Slovenia,Delaware,Lake Nathan,26069,5461013969
96097a1a-e39c-47f6-bc6d-a631fd3b5122,Myanmar,Alabama,East Charlotte,28782,11131145693
9d2de0a2-fc12-4497-bf2e-ae829170cf65,Barbados,Maryland,Port Stephanie,42761,1500281942
db2de799-c15c-4be1-b40e-05c0a91124a1,Saint Helena,Connecticut,South Tanya,22249,5784856837
72689186-0349-485b-930e-4ef2888f76ca,Switzerland,Tennessee,Lake Rachelburgh,18376,1534074313
7f33bbff-6420-41f1-a8ad-0645db7ccb9e,Mauritius,Wyoming,Joelshire,73147,5541875726
a5846a79-e868-4275-9b19-99e13c9a097e,Cuba,Nebraska,West Krystal,51323,8486844166
7ea81824-721b-44a9-819c-dac92c552cf3,Congo,Arizona,Wheelerborough,81071,2056083738
d54faf52-4c3a-4f62-a25b-a0429eecd175,Liberia,Illinois,Chaseville,6877,10783594466
14efbf5c-36ee-40a9-9b6c-db9fd48f070e,Costa Rica,Texas,East Frankmouth,88706,5313100884
0bd6b337-4d00-48f7-8f8a-3e55b148b0ca,Papua New Guinea,New York,North Dean,98595,1475572482
d66c5df0-b885-4f1f-9d8f-6ddc479d7b84,Pitcairn Islands,Arizona,Maryberg,66540,5249834661
4c03ffae-1609-47ff-8916-7d1772ddb733,Brazil,Missouri,Lake Nicholasshire,20872,6189653338
7cd92682-f05d-49a4-b16e-83fdbf0de45b,Cocos (Keeling) Islands,New York,Shawnchester,12072,8906044196
d9c363ae-1151-4545-bbdc-a71c5e199a82,Belize,Maryland,Michaelstad,14993,1846304375
00ba9aca-4ab1-47f7-8b36-36e23fbf37eb,Belarus,Florida,Morrowhaven,84374,7678407696
99e147b6-69e3-434a-af53-3a7e76ef9bde,Burkina Faso,Nevada,Williamtown,13422,6500501471
d97247b3-800c-46e9-8f50-7a2d51b3074e,Cameroon,Mississippi,Jonesport,85201,9710681981
47950956-b3d9-450f-b4f0-814984120050,Ecuador,Pennsylvania,Aliceside,9476,2427188051
5cb44a82-14e4-4913-8cb4-d9e3f97ab2da,Bahrain,Connecticut,Port Barbarastad,15085,6110609302
f7eff7d2-4aeb-42a8-b2eb-6210751a3134,Holy See (Vatican City State),West Virginia,New Phillipside,92627,2364509464
cf9e9c29-36bf-4b21-9c01-b745703bf6ce,Solomon Islands,North Carolina,Billyville,11560,6803810029
7090b8fb-cd95-4d54-bc59-3189463c6f4e,Ghana,West Virginia,Amberchester,40805,1403780184
b9d619ae-eb96-46f7-aecf-f7a18edf7fa4,Micronesia,Washington,Robinsonview,43808,2602731577
95598a58-3719-4ecd-b293-ed788c32d57a,Botswana,Montana,Webbburgh,2109,9015057778
bcaea343-aa2d-4301-8bd0-c83ece5b4d69,Mali,Nevada,New Crystalville,59705,1646274420
a59d4d80-d004-4652-b755-d0d0bb86bbcf,South Georgia and the South Sandwich Islands,Virginia,Lake Raymond,64497,1950750698
3b47b3b2-d367-4fa5-9335-667074ff4946,Ghana,Arizona,Randystad,4277,2312002785
a5179038-073f-49d5-a399-2173ab5f78dc,Lesotho,Alaska,Port Ashley,94924,8672108393
e37ad177-7fca-4ad5-a7f7-500fdd5db5a2,Bhutan,New Mexico,North Meghan,41046,5815044084
e504658b-725e-4c2e-8bb0-6532b419ff46,Syrian Arab Republic,Alabama,Morganborough,45101,8424646618
68dd4fcc-110b-4ca1-bdc4-54d794238e92,British Indian Ocean Territory (Chagos Archipelago),Washington,Patriciamouth,90059,2037157915
2292729e-5730-49ba-961c-a73129e6240b,Christmas Island,Wisconsin,Jonesville,25214,8078881834
e44f8d57-317a-493d-98c9-c70dfdfe7705,Isle of Man,Vermont,West Katiechester,78399,2120024070
7a47d5a3-b906-4497-83e0-3df9a8c1bedb,Latvia,Virginia,West Thomasborough,47166,2574762699
411a769e-a56c-4b99-9673-84695707d59b,Mauritania,Indiana,Kristenburgh,34192,6536873268
2690de6f-6538-4cd9-93a3-e30be9d600d3,Cyprus,Wyoming,New Stephen,82918,1538334821
ec40c065-984c-4974-b8f5-fb5c98df8626,Portugal,Montana,Lake Gabrielle,5056,2112601286
b5e87a60-a3e7-4e8f-8b20-a7ea31a79925,Martinique,Michigan,Garciaside,51344,5844038788
d12c4b90-9a9b-47e3-a9da-4bb7d3ed7ac0,China,Montana,Port Mark,72612,5073173536
79b98083-9ac6-41dc-891d-6b5ba866a64a,Chile,Vermont,New Pamelaview,10020,1316187653
3792d9e5-70b0-4534-b3f6-68a7af531d90,South Africa,Tennessee,South Kellytown,1958,1401723284
702d58ba-d240-4dde-835a-281e8319dab3,Luxembourg,North Dakota,South Douglaschester,74804,910011189
16501021-cd14-4110-a447-d86ac1e82192,Israel,Louisiana,Simpsonbury,5712,5599630535
f7e5c957-04a6-403b-a5f8-06ed3453e9d4,Svalbard & Jan Mayen Islands,Oregon,Joshuaside,58977,1956999440
02c38438-3312-4629-b7f7-8a583fa9344b,Zimbabwe,New York,Lucasshire,5579,5134689144
2c65daac-a2a0-49a2-b0b4-8fb3d644a5af,Fiji,Colorado,Johnland,67905,5385001640
ad77cc02-c3c3-4157-867c-f04d18bb8c4c,Reunion,Oklahoma,South Carolyn,15708,1306676977
0fd958c1-e8f0-4d6f-ad65-45713207fef8,Madagascar,Idaho,Amandaville,70956,2538142010
e79adf59-2624-407f-ad76-0e2f638e59dc,Aruba,Maryland,Housemouth,11467,1312791227
de09e705-54bb-4a36-8a69-b61783ddc7dd,Grenada,Minnesota,Velazquezbury,77750,1313348617
0e9b7f24-374f-4487-aa38-721567aba6fc,Madagascar,Montana,Griffinmouth,86879,1435175565
84c4ba3f-8900-4251-b4e2-f6b02a4efd0a,Equatorial Guinea,New Hampshire,East Kimberlyborough,47081,924369153
d43592c7-8f5b-41b1-96e0-10c68431a1a3,Algeria,North Carolina,Craigport,84833,2151798225
d023142b-f27a-4d3c-9612-81893458502b,El Salvador,Ohio,Florestown,54290,5703299180
09a0ce15-8700-4ec3-ab99-73eaf51f20d7,Guernsey,Oregon,Stevenschester,7902,5043140498
d7aa6db8-63ef-47b6-8c11-558e7e4b2218,Saint Martin,Arizona,East Joseph,43234,5699362661
2b063e6f-fa18-4206-a93c-2b13d51cd984,Uruguay,Colorado,Fergusonville,74081,2006800212
408962b2-2433-49ce-a8e7-98f2c6651dfc,Guinea-Bissau,Wyoming,Port Janice,16291,2216931909
1db5aa6e-2a75-4c0e-ae48-32ac520029f4,San Marino,Missouri,Hernandezchester,34360,1903508705
c4e0bb15-0789-4cbb-8d5a-f434cd91f942,Spain,Maine,Port Sharonstad,24877,1015891295
e9dfb427-8365-4abd-a114-b316c39841e6,Lithuania,Alabama,West Nicholas,67568,2465156492
64ddf6d9-a54e-46f1-a94a-e1a9b227129c,Papua New Guinea,Louisiana,Peterchester,76082,5301165578
aa3ab4a3-cc35-47a9-9a39-02a52b50c418,Andorra,Utah,Hendersonside,42221,1746124066
264ad5e2-14ec-4b88-96eb-95bed023f9db,Slovakia (Slovak Republic),Connecticut,Johnsonville,71441,1857142531
cb50edaa-d2df-43c9-a340-68d7b141353a,Nicaragua,Montana,East Patrick,43425,5225928772
68ddc2f1-ea32-460e-a227-349ed12fdc85,Mauritius,South Dakota,East Davidberg,91633,1663202096
bf8b3b01-47c8-46c8-964c-dfc7d6096b68,Ethiopia,Utah,West Amanda,10694,2113332088
334d77a6-169d-483b-8877-ccb11c23fdfe,Faroe Islands,Wisconsin,Joannhaven,70861,2522488485
ed813a29-8b79-45f3-b106-a9194f0090a7,Micronesia,Arkansas,Gabriellebury,20219,1329958072
da21c1c4-4bb6-4d3c-858c-8f7a53b8e731,Belgium,Illinois,Morristown,34560,1713920091
c84df398-aadd-45a5-b63c-3b017d8c268d,Argentina,Massachusetts,Smithville,84018,1574163148
519525b6-6ced-42c3-93bf-ad7d728263a8,Gambia,Texas,Gregoryhaven,47482,5398426128
63073786-2a66-4c43-b357-cd2f5e95a710,Seychelles,Nebraska,South Andreahaven,92795,1361600707
3e1a01ed-21a3-4357-b6a5-074bf10880a9,Isle of Man,Nevada,Dillonfurt,62195,5973114863
7956f0d9-95a3-43c5-aeaa-79a0658c5727,Vietnam,Iowa,Port Laurafurt,80776,1877563100
dca730fe-6ede-4995-9f18-f16cd7a788f3,Palau,Ohio,Ericaport,5741,914580923
6faab117-ca24-4757-9036-edd5565a9d87,Trinidad and Tobago,Minnesota,East Edwardburgh,64276,5477695576
661f5cdc-baa5-4927-9d4f-df502238da20,Argentina,Wisconsin,Petermouth,52942,1359422439
ce9ed53a-5d48-43ae-a4f2-f27abeb06a3c,Syrian Arab Republic,Pennsylvania,Lake Jacqueline,55937,1823755480
f1f060ec-8bef-4b38-82d9-83684d012b3d,El Salvador,Florida,Lake Michelle,71210,1688851339
ccd145a5-ab9c-419c-9e9d-7028e8c856cc,Suriname,Louisiana,Edgarfurt,94184,1353144945
3034f445-5cf5-4b96-a0d5-7f38cdf1f0e6,South Georgia and the South Sandwich Islands,New Jersey,Lake Stephaniebury,95934,5050730212
fac99dfd-5e28-4b03-85ae-b1207c75170a,Jersey,Minnesota,Emilyfort,66938,911678084
ec9370fe-6114-4ec5-8fd5-ba4df3d80176,Poland,New Hampshire,New Sarah,49187,2508424406
abfd99ff-fc41-4b0c-846b-cee290fae122,Grenada,Delaware,North Valerie,77626,2849051479
0c1ac5be-eae2-4a93-9e87-f710ee883244,Cape Verde,Arkansas,Shannonfort,68566,1714406340
b90d9a53-f1c9-4f33-bf94-465ee69f0719,Maldives,New Hampshire,Port Catherinebury,93417,935782393
5ae56e95-99cc-4940-861c-4f39c0c7ee06,Fiji,Louisiana,New Jeremytown,63969,2235008321
aa1a53d7-ddaa-435d-b2b8-8107400b0b92,Luxembourg,Maryland,New Scott,48101,1240442155
380351ea-eb48-4833-aa5f-404be6dd698c,Mauritius,New York,Nicolefurt,15901,1019540946
310f1885-3b96-476b-b294-cd40f1aa9417,Estonia,Mississippi,Langmouth,37580,1064302634
9a657d05-a424-4def-86a7-1b47d93bcebd,South Georgia and the South Sandwich Islands,Minnesota,Sethmouth,78699,5749723917
8914d9c3-58e1-4ca1-97a8-8605a2f7292c,Lao People's Democratic Republic,Mississippi,Jenniferchester,68215,1180524496
f22e32b5-5351-4ced-adc3-dff80dfcbb1f,Cook Islands,South Carolina,North Kimberly,35692,5742126268
55881373-fca4-4649-89ba-4e6a7613d82d,Czech Republic,North Dakota,Nicholasland,55514,972911659
17666c52-03b0-4ad6-bf73-a1f55b704990,Djibouti,Rhode Island,Maryville,34696,2412348113
1ca5cb73-689f-4db7-9c58-79f7112c290f,Anguilla,Montana,Howardstad,53159,5151225187
dfe3a160-f8d9-4171-8724-89d4e12a7dcf,Dominican Republic,West Virginia,Susanberg,60662,2632197120
3f41aed1-6e00-49c5-bb76-a3949ea16219,Micronesia,Colorado,Archershire,62801,5700719085
504a4a26-7d99-46f4-a802-ecd95cfd475f,Nauru,Michigan,Lake Kenneth,54315,1813810334
974b31c1-c2ed-41df-b1d4-8e74f1b0fe02,Kazakhstan,Idaho,Port Anthony,25026,1476549386
069bbbfe-5967-49f7-af5e-1ee15e7a9236,Costa Rica,New Jersey,Lintown,75276,1974083304
ab7ae2b3-04c2-4b5f-8752-b33a8b9756e2,Guernsey,South Carolina,Anthonymouth,33175,1931838844
85060641-8a58-40e5-a96f-3b7d010414f8,Kiribati,Iowa,Michaelside,11524,1336349283
350f94bc-def6-406f-ba44-bcd28eaf0f37,Grenada,Maryland,South Pamelaport,47033,1340622154
b102a39a-ac6b-47e8-82a8-cf631dfcc609,United Kingdom,Wyoming,Victoriashire,98662,2530920962
e4e25613-aefa-4c72-825b-813545e31829,Djibouti,Utah,Andrewhaven,17917,1192113533
c30c6e0e-3dd3-4651-8b2c-e406b938db56,Azerbaijan,Indiana,Markton,36968,12960015
2e6c8061-2af1-42f7-81c7-d712966c3744,Myanmar,North Carolina,Gregorystad,59121,5179507589
0e73b38f-8aa5-4d23-8331-98f5e9fe39a4,Ecuador,Illinois,Port Amy,92364,6390952503
c6cbfcb5-5704-4b1d-820f-f35ac574a894,Cape Verde,Massachusetts,Teresafurt,60609,32018474315
1598ed4f-5873-4308-8cf5-e2c8923b0b62,Venezuela,Wisconsin,North Taylor,83754,1315806011
099f5dc0-129c-42b5-9ff8-5121b07f80c5,Brunei Darussalam,Wyoming,Hensleymouth,79458,5086479651
500c4702-90e6-43ba-8fe6-95e681ba5596,Holy See (Vatican City State),Maine,West Sara,33640,6033238166
64090657-2848-454c-a14e-5cb4eb226abe,Jamaica,New York,Port Dianebury,39491,33016033982
741cbeca-8997-4bb0-a057-ad9469feb3d9,Peru,California,Jonathanton,54605,7502728324
09ac26c0-2d99-478e-9ae4-a2704ad2287b,Spain,Arizona,North Melissaview,89393,2726046611
ff87e53c-ba80-4887-8764-42e0cf42f14f,Cape Verde,Utah,New Alyssatown,46347,985008366
a3e0208a-0f71-4e6c-a050-b3d4f71f4ee4,United Kingdom,Rhode Island,Lake Barbarafurt,76036,29444796991
f638e1b8-efaa-4932-a6fc-c9d9daf14e44,Cyprus,New Jersey,Lake Alejandra,35682,12208112493
0cbe6b4b-9cf6-437c-b48b-c78d0abf78c7,Cameroon,New Hampshire,North Logan,78196,990454083
fa9d883e-cb28-4eac-b827-6c5579314db1,Egypt,Hawaii,Emilyfort,82449,2257220887
f695691a-d210-49eb-b505-14e16912fac5,Honduras,Delaware,West Brittanyside,92320,25129685656
e37878a1-56a6-4eb0-b6db-00a13f3c7d5b,Vietnam,Kansas,Lake Richard,40158,23615277128
6e2522e3-41f4-432c-bb2c-0f1b22c37247,Afghanistan,Oregon,Rodriguezton,30345,6530599828
06695c39-fb89-4ab9-8b13-10c982d6d570,Maldives,North Carolina,East Kevin,18397,12308985476
2d46ad84-1efd-47c5-9875-b5830c200acd,Benin,Washington,Foxbury,4535,28925298249
92645669-7300-43b0-94d9-e418c86c71df,Iraq,North Carolina,Lake Kathyfurt,45871,507867575
e122edbb-1594-43a1-a845-f6066be20fe3,Israel,Nevada,Emilyside,36018,5248098615
da81a4c2-7e23-45a4-840c-b5a49d8745ad,Pitcairn Islands,Nebraska,Thomasport,66387,1246431519
b51bcc94-448e-4e88-be2c-8d1f8bec71d9,Senegal,Maine,Davenportton,31666,1584882417
116e198f-10ee-4cc7-9a97-9fe1ab33c38d,Swaziland,West Virginia,Goldenburgh,44103,7717045139
c1a1117d-dfaa-466f-8d5b-37c020330c23,American Samoa,Alabama,North Sheilaside,22543,5654351026
7e969e60-ca85-4fe0-962a-4db4e61b8258,Netherlands Antilles,Nevada,West Michael,65105,1180888720
1b97993f-45f0-48f5-ae1d-02bd7b87045c,Micronesia,Connecticut,South Joseph,10051,25326640002
521af60e-563f-46b1-97b0-661a9f1eb48c,Angola,Mississippi,Richardsburgh,38444,2044630557
54b7691d-38bd-4f3d-a327-7cb0d9809366,Gibraltar,Alabama,Port Roberthaven,25682,5965524940
1ff5ec3d-5ae6-4414-ad30-b7329fc224c2,Austria,California,North Rhonda,53084,1491852009
b5dc6e29-35fd-4129-93ec-027ab51489b2,Guatemala,Kentucky,New Sarah,3956,1549700496
a83b50c8-fb93-4f36-b5f2-3d9d921d28c0,Botswana,Idaho,Lake Jaime,90029,2214643701
425aeb7a-4a36-4d0d-b7ca-d43a06b9a82b,Guatemala,Montana,Melissafort,81646,10310906645
77f67e09-0b3d-4d57-8ebf-f55c44a736c8,Wallis and Futuna,Georgia,Lake Valerieport,73834,35534255686
06b8fa50-1996-48bb-9403-aa2fff0b2a6b,Ecuador,Kentucky,East Alyssa,62450,9275443188
6c7dfbec-0b75-4696-bbe5-c5801a167fe3,Iran,Missouri,New Francisco,75429,5331699144
ef756195-1027-4d8d-89f8-5df540afcf11,Oman,Texas,Amyhaven,91015,28589885345
947ae6bc-9bae-4eed-bb92-d9828c5b0635,Gibraltar,Nebraska,New Angelafort,61417,2447336166
f2aaf978-2922-49e8-96ca-bc25af0fe175,Swaziland,Hawaii,Port Brycemouth,52735,1018388200
b7cc001a-fb66-4bd4-94aa-c58f0ec7e9ab,Turks and Caicos Islands,Alabama,Campbellside,95702,2076003298
b5f421f8-95b7-4fa0-8d1a-36caec9c040d,Djibouti,Connecticut,Kristinastad,95198,1308890998
a13ab0df-2374-489b-bc8a-4ee1b689f0c9,Rwanda,Florida,Schwartzberg,56190,21714614616
ddedaabd-7831-4d4a-a3e5-8d3d250792e8,New Zealand,Iowa,Port Elizabethberg,66295,9643417933
8a2cd39c-ce12-46e4-81a3-b8aea933a28d,British Indian Ocean Territory (Chagos Archipelago),Connecticut,New Elizabeth,63410,26197784994
35294948-7f21-4c46-b734-342af08a9845,Cuba,Alaska,Schwartzberg,3095,1393986363
125e4752-a232-43b8-abca-1ec9ea07dc9c,Kiribati,North Carolina,Mccoyhaven,24497,6746251854
e6ccf54e-8893-4ad0-bf15-3038f9c23854,Australia,North Carolina,Johnsonhaven,35990,1324339747
f4d13c2d-798b-4eb0-8e85-5e4f6766686f,Kiribati,Nevada,Port Jennifer,32919,24726518405
56f8324f-759d-4a81-96fa-f0b89ef5a72b,Saint Lucia,Wyoming,East Jennifer,11948,1264768290
749c9c2d-2171-402a-ac24-cba008fdbf62,United Kingdom,Hawaii,Dayberg,77516,783091658
b68a3c1f-414f-4a66-ba54-291cfc743ee2,Bangladesh,West Virginia,North John,48635,911750698
98fa0792-87b2-4aa2-bf9e-99ebe9ffd220,Andorra,Kentucky,South Jacobbury,51713,8101811195
fab49929-0a4f-4e34-9444-472f36247911,France,Massachusetts,Jessicatown,76318,1534716429
d90f1ef9-068b-4b19-b533-046d5c5b18b6,Ireland,Nebraska,Port Janehaven,70663,11739203300
af749778-f906-4a24-a1d6-d215cc5cab12,United States Minor Outlying Islands,Kansas,New Emilyborough,6260,5331171913
0c5415b2-1cb2-4d71-98e9-694ddaee34f2,Tanzania,Mississippi,Washingtonside,49157,23904173012
10c55426-514e-4ec6-a330-687f38a9f397,Maldives,South Dakota,North Emilyburgh,60814,1366861906
3906da35-b767-42b5-8dd0-268c94917873,Togo,Washington,North Melissabury,2230,1219627141
2345a448-9b23-4aec-b79b-ef6e2a179aea,Marshall Islands,California,North Travis,60526,8488982391
f8d9c10d-656b-4c53-9fe4-4e2e3fe4482f,Bolivia,Missouri,Allenshire,16897,2871252969
a8d6ac8a-1206-48d8-b78a-5c6946d22c63,India,Kentucky,Lyonsborough,88729,20361159249
56775cb0-a756-44f4-a0fd-ee4c7aa4f4c0,Mexico,Illinois,Lake Dorothyland,97112,1023063624
3c88305a-2392-4216-92ff-3fd277b688a8,Maldives,Nebraska,Lake Crystal,7946,1885511028
f7368dd2-e921-4b06-8ca3-6dd322c88d78,Hungary,Mississippi,North William,98391,8836867427
32cdd271-e60f-4f27-8e8f-fd888b3e815d,Korea,Maryland,North Stephenport,55201,25620284829
60f2e767-7d22-4d81-b954-6405b6d0a338,Slovenia,South Carolina,North Shannonton,49443,33631097205
bf02884c-9112-4e07-b77d-6608bcaa7355,Trinidad and Tobago,West Virginia,Port Zachary,85868,1358521618
daf1d6f3-216e-4f18-8c9c-faeb0e4a7b2d,Chile,South Carolina,Schwartzside,39867,2782853439
069bb88e-867c-4bbd-89f4-ed0d8a9474c9,Saint Martin,Pennsylvania,Garrisonland,6063,7451098804
57389c28-da9b-4a4b-bffe-bea661b3af66,Holy See (Vatican City State),Iowa,West John,59279,12120293921
8da0d88b-85a5-407a-9e15-d38e66533c17,Hong Kong,Vermont,Cookfort,17590,25439162566
b650e224-4c52-4cae-be95-0d156791b4df,Cuba,Kentucky,Valeriehaven,76302,2067003027
efec8a5b-dadb-4a5d-9596-3394b5c422d8,Australia,Wyoming,Jonesshire,2977,1210432901
30637d32-4dd2-479b-b91e-a5d26445f391,Barbados,South Carolina,South Amyville,1024,7129502578
cf5a5e7e-1181-4529-88d2-2f2e51829fc6,Turkey,Kentucky,South Wyatt,80885,2812612237
68e70b68-4546-4a92-a197-97a9818d1c9e,Togo,North Dakota,Jenkinsstad,37917,2307952444
d08e463d-319d-4f6b-b294-1735e2149610,Rwanda,Arizona,Kevinfurt,28683,11596883050
5958819b-7fee-4abb-b60d-566eb21756aa,Madagascar,Iowa,Williamburgh,68817,43519563
74db1fdf-c4a6-4a12-b73a-4620d102d445,Norfolk Island,Virginia,South Tammyhaven,47853,2648467418
32f3cd30-5fab-4156-853d-318f131fb909,Cote d'Ivoire,Arkansas,Port Charles,37656,2127223296
2d485ecc-dec7-4e3e-9642-ae2b056d1f01,Cook Islands,West Virginia,West Luisfort,56558,1312699451
5dfe6ca4-1826-45a0-9cf2-c86885f2e0fb,Benin,Nebraska,Matthewmouth,71655,1290296685
8c0c95c8-c8fd-4567-9001-9725968c45a9,Croatia,North Carolina,Lake Ann,37350,2601641208
243bd691-cd27-4b03-924d-08b77a6f7f89,Antigua and Barbuda,Connecticut,Feliciaton,92828,1312222512
a15a6f57-a2b3-4a19-b076-309d114f849d,Uzbekistan,Alaska,New Jeremy,19246,2105881601
19de2042-d5b0-4183-ba5d-52610390550b,Eritrea,Rhode Island,Jesseland,29836,10742892009
865511dc-5037-4403-9858-388397cabc15,France,Kentucky,New Douglas,65114,1219790311
ac965786-6b4d-424b-b24e-4e3ffc693720,Qatar,Illinois,Jadeshire,82830,1626139450
9cc47cfd-b609-4b25-b237-df93c6a3f2b0,Vietnam,New Hampshire,South Annfurt,83366,6075024260
770ca000-29e0-4c6e-99a6-878797ca8796,Brazil,Montana,Fisherfort,13667,1117130287
12a64428-00ad-41be-8111-c9d179378af8,Iran,Louisiana,Lake Erinborough,39096,968491922
29094193-924f-4337-b51f-700c0c56d728,Nauru,Hawaii,Lake Justinport,24214,2310871067
9e19f346-324e-482f-8f7e-cd9167f18cde,Madagascar,Texas,Williamsview,99265,33812968716
84320543-6548-4f31-a2cc-19ef6c1df9c1,North Macedonia,North Carolina,Woodsland,48636,1324240623
84d524ef-e46c-4e60-a522-9f970908afc8,Burkina Faso,Missouri,East Emilymouth,92041,6168095014
de3ede7d-dd02-4d34-ad70-6d3b39fb18b5,Nigeria,Kansas,New Crystalmouth,47870,536668646
444c85d9-3c6a-4ebf-867c-c7971b4cfd36,Brazil,West Virginia,Jenniferport,48290,1736675764
eecf2b52-a5e9-4796-a5b5-467299c57b99,Bermuda,South Carolina,Lake Laura,42769,1812053685
ace41bdd-ecb2-4e98-84db-dc713bb1ab65,Reunion,Oregon,Justinview,96285,1214347342
6fe16c94-9d66-4eaf-8589-e8672507d328,Dominican Republic,Vermont,Elizabethport,84543,31265021095
c281a031-4ec1-44ac-964c-d6fa7ff2be0a,Brunei Darussalam,Texas,Lopezmouth,88749,28964527382
8b8378ba-bd2d-45fd-be9d-70987a3842c8,Belgium,New Hampshire,Jenniferstad,74433,2119352314
22978b15-8fa2-4ed3-9c01-5fc6fb853da1,United States Virgin Islands,Connecticut,Kentshire,30376,1478160262
6591c149-f874-4ab5-b8f4-019da8a2c2ca,Vanuatu,New York,Beckburgh,86813,36156217274
631f361f-c700-4055-88fc-1b8cc3719001,Christmas Island,Utah,Port Regina,1753,1641864532
8a3e7e64-95e2-4387-91cb-aac11fda5764,British Virgin Islands,Missouri,Pettybury,3095,23779762009
c9439dc9-b5f1-458e-80b4-f76576f49f6a,Russian Federation,Illinois,Lake Heidi,29087,2359096461
3931b9de-febf-46f5-bd84-9b5dd728c41c,Reunion,Arkansas,Wolffurt,75368,2410233209
59360809-33ec-408d-bba9-ba4913beb876,Bolivia,Illinois,Edwardsland,8636,1536691427
3e25ba8f-da9b-4400-9c94-6d5938be7814,Colombia,Nebraska,Samuelton,34698,8425561875
8f759854-0006-4274-957e-2415cfae6f9d,Northern Mariana Islands,Alabama,Smithhaven,84381,22685509514
7a79e6a1-668b-4488-b989-298218165122,Guadeloupe,New York,South Ginaport,97472,5133887026
bb501943-ea98-4cd7-a4de-8d45f7e8b413,San Marino,Nebraska,Lake Petershire,90943,5997743664
a97adce8-c0f7-405b-89ea-4cdf29ad8b5d,Saint Lucia,New Mexico,Kruegerland,37577,25432757872
893be812-e0f9-41b4-ab14-c3d45bf7cfae,Armenia,Delaware,Jacksonview,93418,2236461
024db2ab-54e3-4309-8bb9-e7443d691663,Tonga,South Carolina,New Allisonshire,97984,1296157321
53a2af0f-558f-47e1-8038-d9f3a92e062c,Kiribati,Georgia,Wellschester,49031,2339572
bede12c3-4e7d-4049-9dea-abe11a4e80f9,Samoa,Florida,Lindseyhaven,32403,1299810546
595139e6-b0ab-45bd-8228-b683627a5b44,Jordan,Arizona,North Courtney,28440,1242300072
